age,Medu,Fedu,traveltime,studytime,famrel,freetime,goout,Dalc,Walc,health,sex_M,address_U,famsize_LE3,Pstatus_T,nursery,plans_university,past_failures,school_support,attendance
16.0,1,2,1,2,4,4,5.0,1.0,3.0,3,0,0,1,1,1,-1,0,0,0.0
16.0,2,2,1,2,4,4,4.0,1.0,1.0,3,1,1,1,1,1,1,0,1,0.0
15.0,2,3,1,3,5,3,2.0,1.0,2.0,5,1,1,0,1,0,1,0,0,0.0625
16.565217391304348,2,1,1,2,3,2,2.0,1.0,1.0,3,0,1,1,1,1,1,0,1,0.0
15.0,4,4,1,1,3,3,4.0,2.0,3.0,5,0,1,0,1,1,1,0,0,0.0
16.0,4,1,2,2,1,2,4.0,2.0,2.0,1,0,1,1,1,1,1,0,0,0.25
16.0,2,2,1,4,5,2,3.0,1.0,3.0,3,0,1,0,1,1,1,0,0,0.03125
18.0,2,2,1,2,5,3,1.0,1.0,1.0,5,0,1,1,1,0,1,1,0,0.5
16.0,3,3,1,2,4,3,2.0,1.0,2.0,5,0,1,0,1,1,1,0,0,0.0
18.0,3,2,1,2,3,1,2.0,1.0,2.0,1,0,1,0,1,0,1,0,0,0.125
18.0,4,3,1,3,5,4,5.0,2.0,3.0,5,1,1,0,1,1,1,0,0,0.0
18.0,3,3,1,2,4,4,5.0,1.0,3.0,3,1,1,0,1,1,-1,2,0,0.28125
16.565217391304348,2,2,1,1,1,2,1.0,2.0,3.0,5,1,1,0,1,1,1,1,1,0.0
16.0,3,3,3,2,5,3,2.0,1.0,1.0,4,0,1,0,1,1,1,0,1,0.0625
15.0,1,1,1,2,4,3,2.0,2.0,3.0,3,0,1,1,1,1,1,0,0,0.1875
16.0,2,1,1,2,5,3,4.0,1.0,1.0,2,0,1,0,0,1,1,0,0,0.0625
17.0,4,3,1,3,4,4,3.0,1.0,3.0,4,0,1,0,1,1,1,0,1,0.0
15.0,4,3,1,2,4,4,4.0,2.0,4.0,2,0,1,1,1,1,1,0,0,0.0
16.565217391304348,3,2,2,1,3,2,1.0,1.0,1.0,3,1,1,0,1,1,1,3,0,0.125
16.565217391304348,3,3,1,2,4,5,3.0,1.0,2.0,5,1,0,0,1,1,1,0,0,0.0
18.0,3,3,1,4,5,3,3.0,1.0,1.0,1,0,1,1,1,1,1,0,0,0.125
16.0,1,3,1,1,5,3,3.0,1.0,4.0,2,1,1,0,1,1,-1,1,0,0.0625
18.0,4,4,1,4,5,5,5.0,5.0,5.0,5,1,1,1,1,1,-1,0,0,0.0625
16.565217391304348,3,1,1,1,5,4,5.0,5.0,5.0,1,1,1,0,1,0,-1,3,1,0.375
16.565217391304348,3,2,1,2,3,3,3.0,4.0,3.0,3,0,0,0,1,1,-1,1,0,0.0
17.0,2,1,2,2,4,3,4.0,2.0,2.0,1,0,1,0,1,1,1,0,0,0.3125
16.0,3,1,1,1,5,3,2.0,2.0,2.0,5,1,1,0,1,1,1,0,0,0.0
16.0,3,4,3,1,3,4,5.0,2.0,4.0,2,1,1,0,1,0,1,1,0,0.125
16.565217391304348,2,2,1,3,5,4,5.0,1.0,1.0,1,0,1,1,1,1,1,0,0,0.0
18.0,4,2,1,2,4,3,2.0,1.0,4.0,5,1,1,0,1,1,1,0,1,0.0625
15.0,3,4,1,1,5,5,5.0,3.0,2.0,5,1,1,0,1,1,1,0,0,0.0625
18.0,3,3,1,2,4,3,3.0,1.0,3.0,5,1,0,1,1,1,1,0,0,0.25
17.0,4,4,1,3,4,4,2.0,1.0,2.0,4,1,1,1,0,1,1,0,0,0.0625
18.0,4,3,1,3,5,3,2.0,1.0,2.0,4,1,0,0,1,1,1,0,0,0.125
17.0,2,1,3,1,3,2,2.0,1.0,2.0,5,0,1,1,0,1,1,0,0,0.25
18.0,1,1,2,1,5,3,3.0,2.0,3.0,5,1,0,0,1,1,-1,1,0,0.0625
16.0,2,1,1,1,4,5,2.0,1.0,1.0,5,0,1,0,1,1,1,0,0,0.125
17.0,3,2,1,2,4,3,3.0,2.0,3.0,2,0,0,0,0,1,1,0,0,0.0
17.0,3,4,1,2,5,4,4.0,3.0,4.0,5,1,1,0,1,0,1,1,1,0.25
15.0,2,2,1,3,4,4,3.0,2.0,2.0,5,0,0,1,1,1,1,0,0,0.0625
17.0,3,4,1,3,4,4,5.0,1.0,3.0,5,0,1,0,1,1,1,0,0,0.25
16.0,3,2,2,1,4,5,5.0,2.0,2.0,5,1,0,0,1,1,1,0,0,0.0625
18.0,2,1,3,2,4,4,5.0,4.0,4.0,5,1,1,1,1,0,-1,1,0,0.125
18.0,4,4,1,2,5,4,3.0,1.0,1.0,2,1,1,1,0,1,1,0,1,0.0
15.0,2,4,1,3,4,3,2.0,1.0,1.0,5,0,0,0,1,1,1,0,0,0.0625
15.0,1,1,2,1,5,2,1.0,1.0,3.0,4,0,0,1,1,1,-1,0,1,0.0
15.0,1,1,2,4,3,1,2.0,1.0,1.0,1,0,0,0,1,1,1,0,0,0.125
16.0,3,2,2,2,2,5,5.0,1.0,1.0,1,0,1,0,0,1,1,2,0,0.25
15.0,2,2,1,3,4,5,2.0,1.0,1.0,3,1,1,0,0,1,1,0,0,0.0
18.0,3,2,2,3,5,4,2.0,1.0,1.0,4,1,0,1,1,1,1,0,0,0.0
16.565217391304348,4,2,2,2,5,4,4.0,1.0,1.0,1,1,1,0,1,1,1,0,0,0.28125
17.0,2,1,1,1,5,4,5.0,1.0,2.0,5,1,1,0,1,1,1,0,1,0.6875
17.0,3,2,2,2,4,4,4.0,1.0,4.0,3,1,0,0,1,1,1,2,1,0.125
15.0,2,3,1,1,3,2,2.0,1.0,3.0,3,1,1,0,1,0,1,0,0,0.0
17.0,1,1,2,3,4,3,3.0,1.0,3.0,5,0,0,1,1,1,1,0,0,0.125
15.0,4,4,1,3,4,2,2.0,1.0,1.0,5,0,1,0,1,1,1,0,0,0.0625
16.0,1,2,1,3,1,3,2.0,1.0,2.0,4,0,1,0,1,1,1,1,0,0.09375
16.565217391304348,4,4,2,2,2,3,4.0,2.0,3.0,2,0,1,0,1,1,1,0,0,0.0625
15.0,4,3,1,2,4,5,2.0,1.0,1.0,5,1,0,0,1,1,1,0,0,0.0
16.0,3,3,1,2,4,2,3.0,1.0,2.0,3,1,1,0,1,1,1,0,0,0.0
15.0,1,2,2,1,4,4,4.0,2.0,4.0,5,1,1,1,1,1,1,0,0,0.0625
17.0,3,1,2,2,5,4,4.0,1.0,1.0,5,0,0,0,1,0,1,3,0,0.0625
16.0,2,2,1,1,4,4,3.0,1.0,4.0,3,0,1,0,1,0,1,1,0,0.03125
15.0,2,1,2,1,4,4,2.0,1.0,1.0,5,0,1,1,0,1,-1,0,0,0.0
17.0,0,1,2,1,2,4,4.0,3.0,5.0,5,0,1,0,1,0,1,0,0,0.15625
17.0,4,4,1,1,4,4,4.0,1.0,1.0,5,0,0,0,1,1,1,0,0,0.0625
17.0,2,3,2,1,5,2,2.0,1.0,1.0,2,1,1,0,1,1,1,0,0,0.0625
17.0,2,2,1,4,3,4,1.0,1.0,1.0,2,0,1,1,1,1,1,0,0,0.0625
16.0,2,2,2,2,3,4,4.0,1.0,4.0,5,0,1,0,1,0,1,0,0,0.0
18.0,2,2,1,1,5,4,2.0,1.0,2.0,5,1,1,0,1,0,1,0,0,0.1875
18.0,4,4,3,2,3,2,2.0,4.0,2.0,5,0,0,0,1,0,1,0,1,0.0
16.0,3,3,1,3,4,1,2.0,1.0,1.0,2,0,0,0,1,1,1,0,0,0.125
17.0,3,3,2,3,4,2,2.0,2.0,3.0,5,0,1,0,1,1,1,0,0,0.3125
15.0,4,4,1,1,5,5,3.0,1.0,1.0,4,1,1,1,0,1,1,0,1,0.125
16.0,4,4,1,1,4,5,5.0,5.0,5.0,4,1,1,0,1,1,1,0,0,0.375
16.0,1,1,2,1,3,4,4.0,3.0,4.0,5,1,0,0,1,1,1,0,0,0.1875
15.0,4,1,1,2,5,3,4.0,1.0,2.0,2,1,0,1,1,1,1,0,1,0.0
15.0,3,4,1,2,5,3,2.0,1.0,1.0,1,0,1,1,0,1,1,0,0,0.0
17.0,3,3,1,2,5,3,3.0,2.0,3.0,1,0,1,1,1,1,1,0,0,1.0
16.0,2,2,1,2,4,3,4.0,1.0,2.0,2,0,1,1,1,1,1,0,0,0.1875
17.0,3,2,2,2,4,1,2.0,2.0,2.0,1,1,1,0,1,1,1,0,0,0.0
18.0,1,3,2,2,3,3,4.0,2.0,4.0,3,1,0,0,1,1,1,0,0,0.0
17.0,3,2,2,1,4,3,3.0,2.0,2.0,1,0,1,0,1,1,1,0,0,0.15625
15.0,1,2,2,1,5,1,2.0,1.0,1.0,1,0,0,0,1,1,1,0,0,0.09375
18.0,4,4,1,2,4,4,4.0,1.0,3.0,5,0,1,0,1,1,1,0,0,0.0
17.0,3,4,1,3,4,4,3.0,3.0,4.0,5,0,1,0,1,1,1,1,0,0.4375
16.0,4,3,1,2,5,4,2.0,1.0,2.0,5,1,1,1,1,1,1,0,0,0.1875
18.0,4,4,1,2,5,4,3.0,1.0,4.0,2,0,0,1,1,1,1,0,0,0.03125
17.0,1,2,1,1,2,2,2.0,3.0,3.0,5,1,0,1,1,1,1,3,0,0.4375
15.0,4,4,2,2,4,4,4.0,2.0,3.0,5,0,1,0,1,1,1,0,1,0.125
18.0,2,2,1,2,3,2,3.0,1.0,1.0,5,0,0,0,1,1,1,0,0,0.125
16.0,4,4,1,2,4,3,1.0,1.0,1.0,3,1,1,0,1,1,1,0,0,0.0
18.0,3,2,3,1,4,4,1.0,3.0,4.0,5,1,0,1,1,0,1,0,0,0.125
15.0,4,4,1,4,1,3,3.0,5.0,5.0,3,1,1,0,0,0,1,0,0,0.0
17.0,2,1,1,1,4,4,2.0,2.0,4.0,5,1,0,0,1,0,1,0,1,0.0
15.0,2,2,1,1,4,3,1.0,1.0,1.0,2,0,0,0,1,1,1,0,0,0.25
17.0,1,4,4,1,5,5,4.0,1.0,1.0,5,0,0,1,0,1,1,1,0,0.4375
17.0,3,2,1,2,4,5,4.0,1.0,2.0,5,0,0,0,1,1,1,1,0,0.0
15.0,3,3,2,1,5,4,4.0,2.0,3.0,5,0,0,0,1,1,1,0,0,0.125
18.0,2,2,4,2,4,2,5.0,1.0,1.0,2,0,1,0,1,1,1,0,0,0.0625
15.0,4,4,2,2,4,3,1.0,1.0,1.0,5,1,1,0,1,1,1,0,0,0.0625
16.565217391304348,1,1,2,2,5,3,3.0,5.0,2.0,4,1,0,1,1,1,-1,2,0,0.65625
16.0,2,2,1,1,4,3,4.0,1.0,2.0,1,0,1,1,0,1,-1,0,0,0.1875
16.0,2,3,3,2,4,5,4.0,1.0,2.0,1,0,0,0,1,1,1,0,0,0.0625
